course_id;course_name;professor;department;semester;days;time;description
ARABIC  BB 003;Intermediate Arabic II;TBA;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";12:00pm -  1:15pm;A continuation of Arabic BA. Textbook: Al-Kitaab, volume II, 3rd edition.
MCB  165;Interplay between Viruses and their Hosts;D'Souza;Molecular & Cellular Biology;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;This course provides a foray into virology, advanced cell biology, biochemistry and structural biology topics through the lens of viruses as they invade their hosts. To demonstrate concepts, a particular emphasis is placed on the human immunodeficiency virus (HIV), which provides well-studied examples of intricate virus-host interactions that occur throughout its complex life cycle.
AFRAMER  142;Hiphop Worldwide;Morgan;African & African Amer Studies;2022 Spring;"[{""days"":""T""}]";9:45am -  11:45am;This reading seminar takes up the question of how and why Hiphop art, culture and politics has taken over and dominated American public, youth, popular culture and African American discourse in general.   I AM HIPHOP is a vivid exploration into the origins, culture, style, art and enduring influence of hiphop as a uniquely American black cultural art form adapted around the globe. It explores how hiphop language ideology has penetrated the ‘arts’ and American culture by ide
MOD-HEB  130B;Advanced Modern Hebrew II;Aharony;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;This course is a continuation of Hebrew 130a. Texts, films, and other materials expose students to the richness and complexity of the contemporary sociolinguistics of Israeli society.
NEP  102B;Intermediate Nepali;Patil;South Asian Studies;2022 Spring;[];-  TBA;This course is designed to provide students with a more sophisticated knowledge of Nepali grammar. Students will also have an opportunity to use Nepali language for communication purposes and will be able to analyze more complex sentence types than the ones taught in the introductory course.
SOCIOL 1148;Race and Ethnicity in Global and Comparative Perspective;Monk;Sociology;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;This course provides an introduction to the comparative study of “race and ethnicity” around the world.  We focus here not on particular “ethnic” or “racial” groups, but rather, on particular cases which illustrate how “race” is used as a way in which to divide, sort, and rank human beings (i.e. a principle of social vision and division).  In particular, we compare and contrast how different societies have constructed ethnoracial boundari
GOV 1316;The Future of American Political Parties in Historical and Comparative Perspective;Dionne;Government;2021 Fall;"[{""days"":""T""}]";3:00pm -  5:00pm;What is the state of the American political party system? Is it working? Is it in crisis? Are those even the right questions? This class will examine the current state of American political parties in historical and comparative perspective. It will deal with issues such as representation, organization, the role of parties in governance, and polarization around race, class, ethnicity, and immigration. We will examine stability, fragmentation, and realignment by bringing in lessons from party syst
GERMAN  175;Mahler & the Finis Austriae;Hamilton;Germanic Languages & Lit;2021 Fall;"[{""days"":""M""}]";3:00pm -  5:00pm;The course explores the orchestral works of Gustav Mahler and their reception in relation to the shifting cultural, social, and political contexts in Vienna, from the final decades of the Habsburg Empire to the Annexation of Austria by Germany in 1938.
CHNSE  BB 003;Elementary Modern Chinese;Du;East Asian Langs & Civ;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:30am;This is a continuation (second semester) of the Elementary Modern Chinese. It is designed for students who have completed the first semester of Elementary Modern Chinese I (Chinese Ba) or the equivalent. The course will further develop students’communicative skills in the listening and speaking modalities, and at the same time shift the focus of instruction gradually towards reading and writing. It provides more practice on syntactic structures, usage and
ARABIC  131B 001;Upper-Level Modern Arabic II;Madi;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";10:30am -  11:45am;A continuation of Arabic 131a or may be taken separately with permission of the instructor. Continued emphasis on advanced reading and speaking skills, and introduction to contemporary Arabic fiction, with emphasis on short stories and essays.
RUSS  AB 001;Elementary Russian II;Clancy;Slavic Languages & Literatures;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:30am;Part two of a two part introductory course in modern Russian language and culture, designed for students without previous knowledge of Russian who would like to speak Russian or use the language for reading and research. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed. Students are introduced to Russian culture and the etiquette of social exchanges, and expand their knowledge of grammar and vocabulary through readings (including stories, bio
MODGRK  124;Greek World Literature;Roilos;Classics, The;2021 Fall;"[{""days"":""T""}]";6:00pm -  8:00pm;The course focuses on examples of Greek world literature that had a great influence on authors across geographical and linguistic boundaries. Works and authors to be discussed include the Homeric epics, ancient Greek tragedy, C. P. Cavafy, N. Kazantzakis, G. Seferis, O. Elytis, G. Ritsos.
TDM  150;Directorial Concepts and Set Design of the 20th and 21st Centuries;Smeliansky;Theater, Dance & Media;2022 Spring;"[{""days"":""M""}]";3:00pm -  5:45pm;What are the similarities between Las Vegas pop diva concert design and performances at the Theater of Dionysus in 5th Century BCE Athens? How do theater architecture and design reflect changes in society? What is the process of designing an opera or a musical? This course will introduce students to some of the most influential 20th and 21st-century directors, designers, and performance artists. We will explore a range of artistic movements that cross-pollinated the visual arts and theater over
CHEM  170;Chemical Biology;Woo;Chemistry & Chemical Biology;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;"Applying chemical approaches to problems in biology.  Topics include: physical properties of amino acids and proteins, synthesis and interrogating proteins with chemistry, natural proteins as chemical tools, unnatural amino acid incorporation, post-translational modifications, chemical glycoscience, chemical proteomics; physical properties of nucleic acids and DNA, interrogating nucleic acids with chemistry, engineering functional RNA, genomics and epigenetics, directed evolution, genome ed"
