course_id;course_name;professor;department;semester;days;time;description
HUMAN  20;A Colloquium in the Visual Arts;Roxburgh;Humanities;2021 Fall;"[{""days"":""M""}]";12:00pm -  1:15pm;An introduction to major works of art and architecture from around the world, co-taught by a team of professors. Subjects include Eadweard Mybridge and photography, Hokusai, the Parthenon and Persepolis, Albrecht Dürer, women artists, Zen Buddhist art, Max Beckmann, the illustrated Bhagavata Purana, Mughal painting, Edouard Manet, and Robert Hooke. Consists of one 75-minute lecture plus a 60-minute discussion seminar led by the professors every week. Students will also participate in weekly
EXPOS  20 210;Expository Writing 20;Gold;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
NEC  91R 004;Supervised Reading and Research;Aharony;Near Eastern Languages & Civ;2021 Fall;[];-  TBA;Tutorial supervision of research in subjects not treated in regular courses.
EASTD  97AB;Introduction to the Study of East Asia: Issues and Methods;McCormick;East Asian Langs & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;This interdisciplinary and team-taught course provides an introduction to several of the approaches and methods through which the societies and cultures of East Asia can be studied at Harvard, including history, philosophy, literary studies, political science, film studies, anthropology and gender studies. We consider both commonalities and differences across the region, and explore how larger processes of imperialism, modernization, and globalization have shaped contemporary East Asian societie
SOC-STD  98UB;Terror and Terrorism in Global History;Whitham;Social Studies;2021 Fall;"[{""days"":""T""}]";3:00pm -  5:00pm;Violence to achieve political goals, whether used by state or non-state actors, is ancient, universal, and consequential. This course analyzes political violence by drawing on ethics, psychology, political science, sociology, and communications. We will study terrorist regimes, organizations, and networks across five continents, from the Jacobins to today’s jihadis and white supremacists. Rather than pathologize terrorists, we will place politic
FRSEMR  42H;U.S. Energy Policy and Climate Change;Stock;Freshman Seminars;2021 Fall;"[{""days"":""M""}]";6:00pm -  8:00pm;Burning fossil fuels powered 150 years of unprecedented economic growth but left a legacy of ever-increasing concentrations of carbon dioxide and other greenhouse gases. Those gases are changing our climate and thereby endangering human health, human welfare, and the earth’s ecosystems. To avoid the worst of those consequences requires rapidly decarbonizing the energy sector, but that task is massive. In the United States, there is increasing public support for strong action on climate cha
FRSEMR  21W;Research at the Harvard Forest: Global Change Ecology-Forests, Ecosystem Function, the Future;Foster;Freshman Seminars;2021 Fall;[];-  TBA;The seminar will consist of weekly discussions led jointly by the instructors and students concerning global change impacts on the New England landscape as explored through diverse studies by Harvard Forest researchers. The readings and discussions will acquaint students with our current knowledge of forest ecosystem structure, function and dynamics, drawing upon state-of-the-art tools, measurements, and studies across New England, including the 4000-acre Harvard Forest. Through discussions, vir
HAA  96B;Architecture Studio II: Connections;Gerdeman;History of Art & Architecture;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  4:15pm;The practice of architecture fundamentally asks us to continuously engage with, and re-conceptualize, the world for which we are designing. As such, architecture as a discipline is not only about designing buildings, but also about challenging us to imagine new ways of seeing the world.  This studio takes on the challenge through a series of design exercises focused on understanding, engaging with, and reimaging the urban condition. Throughout the course, we will approach architectural desi
GENED 1038;Sleep;Czeisler;General Education;2021 Fall;"[{""days"":""T""}]";3:00pm -  5:00pm;What is sleep? Why do we sleep? Why don't we sleep? How much sleep do you need? What are circadian rhythms? How do technology and culture impact sleep? This course will explore the role of sleep and circadian timing in maintaining health, improving performance and enhancing safety. We will evaluate the causes and consequences of the epidemic of sleep disorders and deficiency in our society, with particularattention to impacts on brain (learning and memory, mood and cognition) and body (appet
SOCIOL  98WF;Junior Tutorial: Inequality in the United States;Wooten;Sociology;2022 Spring;"[{""days"":""W""}]";9:00am -  11:00am;This course introduces students to qualitative research methods and explores recent research about poverty and affluence in the United States. To examine how our society's staggering inequality is produced and perpetuated, the course takes an up-close look at the daily lives of poor Americans and affluent Americans, identifying structured processes that reinforce their class positions. Students will read research about billionaires building tax shelter ski chalets in Wyoming,
